#######################
# HEXENSTAG BOOKMARKS #
#######################
#
# BOOKMARK DETAILS #
#
BM_NEW_013;New in Hexenstag 0.1.3;;;;;;;;;;;;x
BM_NEW_013_DESC;We're not perfect and this update had some real development problems. Planned content ran into delays, content intended for the next release got pushed forward, and there was a real scramble to get it out just late. But we're still proud of the new work. 0.1.3 adds the Engineers Guild and its dark mirror, the Mad Inventors. We also started to add a new Great Work system for the Dwarf Holds and Great Cities of the Old World.\n\nIf you're not sure where to start exploring this content, we recommend the following characters:;;;;;;;;;;;;x
BM_MAKE_IT_GREEN;New in "Make it Green";;;;;;;;;;;;x
BM_MAKE_IT_GREEN_DESC;One of the first content complaints about 0.1.3 was that Dwarf Holds taken over by Greenskins were left out. Fair enough, we weren't thrilled about it either! The "Make it Green" ModDB exclusive update aimed to right that wrong by adding the historical lost holds and systems that model Orcs and Goblins taking over the great works of other races. If you're not much of a greenie, that's OK, we wrote systems for taking back wonders from the Greenskins, too! We also took the time to redesign the building upgrades for Greenskin tribes, using Prestige as a mechanic for tracking the, um, "prestige" of Greenskin rulers and how willing orcs and goblins are to follow them into battle.\n\nThese are our suggested characters for exploring the new content:;;;;;;;;;;;;x
#
# CHARACTERS
#
ERA_CHAR_INFO_15005;Astragoth isn't new - he's over 2000 years old! But he's in a unique position to showcase the new content for 0.1.3. The Dawi Zharr empire in the Darklands got a major overhaul and playing its leader gives you best window into that. Even better, he's great candidate for joining the Mad Inventors and owns five of the new Great Works at the game start! Don't think we've done all your work for you, though. Each of those Great Works can be expanded up to ten levels, and the greatest of them only starts with 5.;;;;;;;;;;;;x
ERA_CHAR_NAME_FABIO_DI_MIRAGLIANO;Prince Fabio di Miragliano;;;;;;;;;;;;x
ERA_CHAR_INFO_12601;If only we were starting twenty years earlier, you could play the legendary Cosimo di Miragliano and kickstart the Tilean Renaissance with Leonardo himself at your side! But the son of the great father's still in a great position. Miragiliano is one of the most advanced human cities and the di Miragliano bloodline has a unique and powerful benefit.\nForza Miragliano!;;;;;;;;;;;;x
ERA_CHAR_NAME_OLEK_VLAGGARAD;King Olek Vlaggarad;;;;;;;;;;;;x
ERA_CHAR_INFO_14950;When researching for 0.1.3, our team discovered that the legacy files mistakenly drove the dwarfs out of Desolation Hold a couple of centuries too early. (The Hold actually fell a little before the Great War Against Chaos in the 2200s.) We've reinstated the Dawi Vlagaar in their rightful lands but it's up to you to remake Warhammer history.;;;;;;;;;;;;x
ERA_CHAR_NAME_DIEGO_DE_AGUILAR;King Diego De Aguilar;;;;;;;;;;;;x
ERA_CHAR_INFO_7652;Estalia didn't get a major facelift in 0.1.3, but their building and retinue choices did change. The Tercio doesn't exist in 2010 and gunpowder weapons are still rare. But with the De Aguilars you are in a fine position to unite your fractious country, pull the Tileans into line, and then when the Tercio system arrives in the late game? The sky's the limit!;;;;;;;;;;;;x
ERA_CHAR_NAME_ODDBLUM_SKULL_CRAG;Warboss Oddblum;;;;;;;;;;;;x
