### ENGINEERS ###

#Society Definition
engineers_guild;The Engineers Guild;Les Adeptes de Lucifer;Kinder Luzifers;;siervos de Lucifer;;;;;x
engineers_guild_desc;The Engineers Guild is a brotherhood of Humans and Dwarfs, united by their pursuit of practical knowledge. The mechanical innovations of the Engineers have bettered lives across the Old World.;Ceux qui servent le Grand Adversaire se cachent au milieu de nous, consacrant leurs dépravations et perfidies à leur Seigneur Satan. Chaque transgression est un hymne, chaque assassinat un rugissement de défi contre la parole [Root.GetHighGodDuDelaDes]. Lucifer récompense généreusement de tels sombres sacrements – les sorciers sont dits dotés d'une durée de vie anormale et de pouvoirs démoniaques.;Die Jünger des Antichrist verstecken sich in unserer Mitte und huldigen in perfider Verderbtheit Satan, ihrem Herrn. Jede Sünde ist ihnen Hymnus, jeder Mord ein Aufschrei gegen das Wort von [Root.Religion.GetHighGodNameCap]. Luzifer belohnt die Priester seiner dunklen Sakramente fürstlich: So heißt es, dass er Hexen ein unnatürlich langes Leben schenkt und ihnen alle möglichen dämonischen Kräfte verleiht.;;"Aquellos que sirven al Gran Adversario se ocultan entre nosotros, dedicando sus depravaciones y perfidias a su señor, Satanás. Cada transgresión es un himno cada asesinato es un rugido de desafío contra la palabra de [Root.Religion.GetHighGodNameCap]. Lucifer recompensa esos sacramentos oscuros generosamente: se dice que las brujas están dotadas de una vida antinatural y de toda clase de poderes demoníacos.";;;;x
engineers_guild_rank_1_female;Apprentice;Apostate;Bannmagierin;;Apóstata;;;;x
engineers_guild_rank_2_female;Engineer;Sorcière;Beschwörerin;;Conjuradora;;;;x
engineers_guild_rank_3_female;Master Engineer;Prêtresse;Priesterin;;Sacerdotisa;;;;x
engineers_guild_rank_4_female;Guildmaster Engineer;Grande prêtresse;Hohepriesterin;;Suma sacerdotisa;;;;x
engineers_guild_rank_1_male;Apprentice;Apostat;Bannmagier;;Apóstata;;;;x
engineers_guild_rank_2_male;Engineer;Sorcier;Beschwörer;;Conjurador;;;;x
engineers_guild_rank_3_male;Master Engineer;Prêtre;Priester;;Sacerdote;;;;x
engineers_guild_rank_4_male;Guildmaster Engineer;Grand prêtre;Hohepriester;;Sumo sacerdote;;;;x
currency_name_engineers_guild;Craftsmanship;Grand prêtre;Hohepriester;;Sumo sacerdote;;;;x
engineers_guild_leader_desc;The Guildmaster of the Engineers Guild.;Le Grand Prêtre des Adeptes de Lucifer.;Der Hohepriester der Kinder Luzifers.;;El sumo sacerdote (o sacerdotisa) de los siervos de Lucifer.;;;;;;;;;x
String_the_Engineers_Guild;The Engineers Guild;;;;;;;;;x

#Additional localisation on Society definition
engineers_no_imperial_school_tt;Courtiers from the Imperial Culture may join this Society after the Imperial Engineers School is founded.;;;;;;;;;x

#Join Society Message
EVTDESC_wh_engineers_society_102;Greetings [Root.GetTitledFirstName]!\nAfter consulting it with the guild's masters, we have decided to accept your application into the Engineers Guild.\nBy the grace of Morgrim, Patron of Engineers and son of Grimnir.\nSigned, [From.GetSocietyRank] [From.GetFirstName];Salutations, [Root.GetTitledFirstName] !\nNous sommes ravis d'apprendre que vous avez fait votre premier pas vers l'illumination. Les secrets du Corpus peuvent vous paraître obscurs, mais avec le temps vous pourrez les comprendre aussi bien que moi.\n\nGardez à l'esprit ce que vous voulez savoir, et [Root.GetHermesThriceBlessed], vous l'enseignera.\nSigné, [From.GetSocietyRank] [From.GetFirstName];Seid gegrüßt, [Root.GetTitledFirstName]!\nWir sind davon entzückt, zu erfahren, dass Ihr Euren ersten Schritt auf dem Weg zur Erleuchtung getan habt, [Root.GetTitle]. Die Geheimnisse des Corpus mögen Euch zwar jetzt noch verborgen sein, doch mit der Zeit werdet Ihr sie so wie ich selbst zu verstehen beginnen.\n\nDenkt immer an das Wissen, das Euch verheißen ist, dann wird [Root.GetHermesThriceBlessed] es Euch auch lehren.\nGezeichnet\n\n[From.GetSocietyRank] [From.GetFirstName];;Saludos, [Root.GetTitledFirstName]:\nNos complace saber que has dado tu primer paso hacia la iluminación, [Root.GetTitle]. Los secretos del Corpus pueden parecerte oscuros ahora, pero con el tiempo lograrás comprenderlos tan bien como yo.\n\nGuarda en tu mente lo que quieres aprender, que [Root.GetHermesThriceBlessed] te enseñará.\nFirmado: [From.GetSocietyRank] [From.GetFirstName];;;;x
EVTOPTA_wh_engineers_society_102;Excellent!;;;;;;;;;x


donate_to_engineers;Donate to the Engineers Guild;;;;;;;;;;;;;x
donate_to_engineers_desc;Support the Engineers Guild through a donation. This will surely get you in good fraces with the Guild's longbeards.;;;;;;;;;;;;;x
donate_to_engineers_power_desc;Support the Engineers Guild through a donation. This will surely get you in good fraces with the Guild's longbeards.;;;;;;;;;;;;;x
donated_to_guild;Donated a Dwarf Guild;;;;;;;;;;;;;x

#Society Powers
engineer_training;Become an Engineer;;;;;;;;;x
engineer_training_desc;Up until now, you've only been a dabbler, an observer in the Engineer's Guild. Are you prepared to become a true Engineer?;;;;;;;;;x
engineer_training_power_desc;Enables a decision for guild members to gain the Engineer trait.;;;;;;;;;x
dwarf_engineer_training;Become a Dwarf Engineer;;;;;;;;;x
dwarf_engineer_training_desc;Lad, you've been a good apprentice Engineer and could go far. So stop mucking around like a faithless Elf and apply yourself!;;;;;;;;;x
dwarf_engineer_training_power_desc;Enables a decision for dwarf engineers to gain the Dwarf Engineer trait.;;;;;;;;;x
dwarf_master_engineer_training;Become a Dwarf Master Engineer;;;;;;;;;x
dwarf_master_engineer_training_desc;You've served out five decades in good standing with the Guild, a fair time to earn the title of master. Time to become a true engineer!;;;;;;;;;x
dwarf_master_engineer_training_power_desc;Allows Dwarfs who have been members of the society for 50 years to gain the Dwarf Master Engineer trait.;;;;;;;;;x
deploy_war_machines;Deploy War Machines;;;;;;;;;x
deploy_war_machines_desc;Every good engineer has a few contraptions to unleash in times of crisis. You're a great engineer.;;;;;;;;;x
deploy_war_machines_tt;Create a small unit of powerful war machines at your capital.;;;;;;;;;x
deploy_war_machines_power_desc;Enables a decision to create a short-lived unit of powerful war machines.;;;;;;;;;x
economic_engineering;Economic Engineering;;;;;;;;;;;;x
economic_engineering_desc;Use your engineering expertise to decrease local construction costs.;;;;;;;;;;;;x
economic_engineering_power_desc;While at peace, this power enables an option to right-click on your county titles and spend society currency for a short-term reduction in local building costs.;;;;;;;;;;;;x
military_engineering;Military Engineering;;;;;;;;;;;;x
military_engineering_desc;Use your engineering expertise to temporarily improve local fortification levels.;;;;;;;;;;;;x
military_engineering_power_desc;While at war, this power enables an option to right-click on your county titles and spend society currency for a short-term increase in fortification levels.;;;;;;;;;;;;x
engineer_experiment;Experiment!;;;;;;;;;;;;x
engineer_experiment_power_desc;Enables an Experiment decision accessed by right-clicking on your character portrait. Experiments are a little risky but drive forward an engineer's knowledge.;;;;;;;;;;;;x
engineer_experiment_desc;Enough reading and replicating well-tested devices. The time has come to try something bold, something new, something potentially suicidal!;;;;;;;;;;;;x
engineer_experiment_tt;What could go wrong?;;;;;;;;;;;;x
engineer_masterwork;Masterwork;;;;;;;;;x
engineer_masterwork_power_desc;Engineering powers have improved effects. In addition, when a guildmaster carries out Experiments they have a chance of achieving an extraordinary result.;;;;;;;;;x

#Character modifiers
impractical_innovation;Impractical Innovation;;;;;;;;;;;;x
impractical_innovation_desc;This courtier's latest invention doesn't have a lot of practical use - for now!;;;;;;;;;;;;x
practical_innovation;Practical Innovation;;;;;;;;;;;;x
practical_innovation_desc;This courtier's latest invention is useful in the near future. Maybe they will set sights higher next time?;;;;;;;;;;;;x
busy_engineer;Busy Mind;;;;;;;;;;;;x
busy_engineer_desc;This courtier is busy with a major technical project and has no time for any other engineering or inventing work.;;;;;;;;;;;;x


#Province modifiers
engineering_economic_improvements;Economic engineering;;;;;;;;;;;;x
engineering_economic_improvements_desc;Construction in this province is benefiting from the oversight of an engineer.;;;;;;;;;;;;x
engineering_military_improvements;Military engineering;;;;;;;;;;;;x
engineering_military_improvements_desc;Defence efforts in this province are benefiting from the oversight of an engineer.;;;;;;;;;;;;x

#Engineer experiments
EVTDESC_wh_engineers_society_10;You've had ideas for something special for a while now, so it doesn't take long to draw up a blueprint and assemble the materials for a prototype.;;;;;;;;;;;;x
EVTOPTA_wh_engineers_society_10;Next step: field testing!;;;;;;;;;;;;x
EVTOPTA_wh_engineers_society_10_TT;You have a good feeling about this one.;;;;;;;;;;;;x
EVTDESC_wh_engineers_society_11;There's no reward without risk. That's why your latest experiment is incredibly, insanely risky. The reward? If you survive, you should learn something.;;;;;;;;;;;;x
EVTOPTA_wh_engineers_society_11;That's a big "if";;;;;;;;;;;;x
EVTDESC_wh_engineers_society_12;Sometimes a concept just doesn't work. You've tried and tried, but you can't get this device to work with the materials available to you.;;;;;;;;;;;;x
EVTOPTA_wh_engineers_society_12;Back to the drawing board.;;;;;;;;;;;;x
EVTDESC_wh_engineers_society_13;You know, this is something people could use today. Regular people, not just engineers and desperate men. It might not be the kind of thing you can brag about during guild meetings, but your new device is going to make difficult lives just a little easier.;;;;;;;;;;;;x
EVTOPTA_wh_engineers_society_13;That's why I got into engineering!;;;;;;;;;;;;x
EVTDESC_wh_engineers_society_14;Your prototype is a marvel! It's brilliant! It's ahead of its time! In fact, it's so advanced that nobody is going to be using it until well after you're dead.;;;;;;;;;;;;x
EVTOPTA_wh_engineers_society_14;A true genius is never appreciated in their own lifetime;;;;;;;;;;;;x
EVTDESC_wh_engineers_society_15;You watch in growing satisfaction as your prototype passes a battery of practical tests. It is absolutely perfect, a design of bold vision and superlative execution. Now nobody can deny that you are one of the greatest engineers to ever live.;;;;;;;;;x
EVTOPTA_wh_engineers_society_15;Finally, a little respect.;;;;;;;;;x
